SNname dm15b dm15berr w2peak w2peakerr m2peak m2peakerr w1peak w1peakerr uupeak uupeakerr bbpeak bbpeakerr vvpeak vvpeakerr w2bpeak w2bpeakerr  m2bpeak m2bpeakerr  w1bpeak w1bpeakerr  uubpeak uubpeakerr  bbbpeak bbbpeakerr  vvbpeak vvbpeakerr 
SN2016bln     0.888028    0.0486769      18.4423    0.0544736      19.6562     0.106922      16.8697    0.0360150      15.3042    0.0289477      15.9915    0.0285298      15.9397    0.0331903      18.5141    0.0129175      19.6797   0.00662486      16.9410    0.0105414      15.3904    0.0124997      15.9915  0.000406742      15.9542   0.00405788
SN2016blc      1.07818     0.224486      17.1330     0.145456      18.0277     0.145541      15.6000     0.143455      13.9650     0.104392      14.5623     0.105972      14.6515     0.141987      17.1482    0.0631000      18.0277   0.00504494      15.7037    0.0882408      14.0533    0.0765828      14.5623   0.00272179      14.6532   0.00277042
SN2016asf      1.32939     0.245741      19.0863     0.145541          NaN          NaN      17.5242    0.0500061      15.8677    0.0322506      16.0330     0.143506      15.9357     0.145283      19.1098    0.0882363          NaN          NaN      17.6624     0.105491      16.0329     0.107958      16.0330   0.00193310      15.9469    0.0374374
SN2016adi      1.24600     0.231130      18.1795     0.145411      19.0837     0.145541      16.6922     0.136158      15.0422     0.100255      15.3347     0.119881      15.3405     0.142297      18.1803   0.00519943      19.3513     0.313857      16.6922    0.0171571      15.0432   0.00497222      15.3347   0.00266266      15.3417  0.000746727
ASASSN-15tj          NaN          NaN      19.1385    0.0854324          NaN          NaN      17.5412    0.0507556      15.8652    0.0325165      15.9925    0.0258578      15.9317    0.0274645      19.1616    0.0106344          NaN          NaN      17.5606   0.00967185      15.9007    0.0127031      15.9925  0.000588417      15.9512   0.00649738
ASASSN-15ti          NaN          NaN      18.9745    0.0607238      19.6347     0.145541      17.4962     0.145269      15.9972     0.136019      16.2205    0.0238583      16.0405    0.0289710      19.0467    0.0343757      19.7770    0.0537227      17.6438    0.0189145      16.0574    0.0231441      16.2205  0.000884056      16.0453   0.00197124
SN2015ar      1.45865     0.219581      17.5752     0.144660      17.9148     0.143969      16.2738     0.141960      14.7233     0.116372      15.2778     0.115429      15.2340     0.136575      17.6911    0.0851612      18.0933     0.157471      16.4080    0.0668621      14.8312    0.0927162      15.2778   0.00238752      15.2733    0.0445704
ASASSN-15rw          NaN          NaN      18.3615    0.0851869          NaN          NaN      16.9980    0.0477309      15.1540    0.0295394      15.6580    0.0274282      15.5112    0.0311649      18.4468    0.0241299          NaN          NaN      17.0798    0.0186219      15.2576    0.0220997      15.6580  0.000600815      15.5190   0.00493574
ASASSN-15rq     0.842068    0.0599716      17.2458     0.145295      17.2337     0.145224      15.9010     0.142884      14.7110    0.0200205      15.4688    0.0220460      15.4723    0.0268019      17.6167    0.0827233      17.7933    0.0966911      16.1341    0.0789131      14.8139    0.0427175      15.4688  0.000874996      15.4811   0.00892878
ASASSN-15pz     0.764965    0.0417446      15.8410    0.0296349      15.6778    0.0276286      14.6010    0.0252188      13.3915    0.0175472      14.2378    0.0168547      14.2543    0.0217055      15.8493   0.00929356      15.6982    0.0117122      14.6461    0.0146729      13.4225    0.0119996      14.2378  0.000509739      14.2673   0.00289345
ASASSN-15so      1.26867    0.0791955      16.1965    0.0426903      16.6757    0.0459474      14.7327    0.0314809      13.1863    0.0206310      13.7757    0.0236158      13.8038    0.0315543      16.2205    0.0180006      16.6855    0.0142314      14.8853    0.0478637      13.3023    0.0397083      13.7757   0.00103140      13.8335    0.0132251
SN2015ak          NaN          NaN      18.0647    0.0669514          NaN          NaN      16.7118    0.0389367      14.8150    0.0238711      14.8523    0.0215100      14.6233    0.0260357      18.1020    0.0212622          NaN          NaN      16.7520    0.0186653      14.8375    0.0113683      14.8523  0.000836372      14.6268   0.00354671
ASASSN-15od      1.66454     0.157280      18.3283     0.145541          NaN          NaN      16.8158     0.145488      14.9910     0.141270      15.4100     0.142676      15.3827     0.145353      18.3348    0.0176824          NaN          NaN      16.8408    0.0783440      15.2132     0.228978      15.4100   0.00242805      15.3887    0.0573540
SN2015I          NaN          NaN      17.1553    0.0397717      18.4937    0.0619775      15.3783    0.0271964      13.7163    0.0183161      14.1683    0.0203177      14.0202    0.0240368      17.1626   0.00589323      18.5051   0.00748889      15.4340    0.0223620      13.7775    0.0286142      14.1683  0.000852108      14.0272   0.00799036
SN2015F      1.21524    0.0332766      16.4027    0.0376641      17.5838    0.0552564      14.9172    0.0290442      13.2560    0.0194826      13.4878    0.0189399      13.2538    0.0203581      16.4465   0.00522900      17.5838  0.000499725      14.9979   0.00738001      13.3470   0.00733995      13.4878  0.000233173      13.2747   0.00209236
ASASSN-15cq          NaN          NaN      18.9840     0.145541          NaN          NaN      17.5523    0.0516592      15.8662    0.0335351      16.3900    0.0307622      16.3358    0.0449189      19.2963     0.462246          NaN          NaN      17.5575    0.0172931      15.8903    0.0358748      16.3900   0.00124741      16.5332     0.109138
ASASSN-15ar          NaN          NaN      20.0922    0.0759057          NaN          NaN      18.4605    0.0637860      16.6533    0.0346958      16.8610    0.0311885      16.7537    0.0418575      20.0974   0.00479380          NaN          NaN      18.5337    0.0281798      16.7153    0.0261793      16.8610  0.000769615      16.7574   0.00326920
ASASSN-15aj      1.34412     0.274389      18.3230     0.145541          NaN          NaN      16.6800     0.145371      14.7888     0.112906      15.0282     0.133797      14.8617     0.145278      18.8274     0.778643          NaN          NaN      16.8632     0.340452      14.7888   0.00949955      15.0282   0.00276566      14.8620  0.000520706
iPTF14atg          NaN          NaN      18.1332    0.0618852      17.9850    0.0506347      17.4218    0.0498040      16.5922    0.0431396      17.2202    0.0436247      16.8508    0.0617424      18.5290     0.123361      18.2906     0.105000      17.6328    0.0932045      16.6369    0.0306431      17.2202   0.00129128      16.8517   0.00164604
ASASSN-14lw          NaN          NaN      18.4543    0.0388639      19.3538    0.0659030      16.8740     0.141844          NaN          NaN          NaN          NaN          NaN          NaN          NaN          NaN          NaN          NaN          NaN          NaN          NaN          NaN          NaN          NaN          NaN          NaN
ASASSN-14lp     0.911620    0.0416001      15.5240    0.0348034      17.0972    0.0499106      13.9445    0.0221883      12.1475    0.0130372      12.3525    0.0117568      11.9938    0.0133280      15.5520   0.00731961      17.1018   0.00445461      14.0088   0.00864887      12.2431    0.0139062      12.3525  0.000458717      12.0055   0.00442028
SN2014eg     0.677305    0.0861907      18.5690    0.0652017          NaN          NaN      16.9905    0.0376527      15.2180    0.0290876      15.7758    0.0332811      15.4097    0.0376210      18.7851    0.0435441          NaN          NaN      17.1459    0.0530138      15.3610    0.0512414      15.7758   0.00121880      15.4562    0.0286603
SN2014dg          NaN          NaN      17.9390     0.145541      19.6703     0.145541      16.2397     0.131772      14.5260     0.110731      14.5870     0.105201      13.8888     0.110698      18.0281    0.0991351      19.7350     0.104204      16.5127     0.214005      14.6274    0.0952964      14.5870   0.00279999      13.9021    0.0234976
SN2014bv      1.79149     0.263789      17.2567    0.0373872      18.3020    0.0477885      15.7743     0.144151      14.0317     0.109586      14.1018     0.101932      13.9147    0.0193416      17.3420     0.162527      18.3155    0.0266595      15.8029    0.0527141      14.0750    0.0800506      14.1018   0.00265265      13.9795     0.108948
iPTF14bdn     0.810072    0.0566267      17.7507    0.0533443      18.6067    0.0788110      16.1245    0.0355617      14.3585    0.0228530      14.8262    0.0232270      14.8493    0.0295442      17.7746    0.0102820      18.6119   0.00485547      16.2435    0.0238794      14.4222    0.0187647      14.8262  0.000654697      14.8576   0.00476837
PS1-14xw          NaN          NaN      19.0750     0.145418      20.1367     0.145541      17.4550    0.0362635      15.7598    0.0269734      16.1230    0.0240150      16.0528     0.145050      19.1124    0.0177269      20.2182    0.0425593      17.4596   0.00576878      15.7657   0.00505638      16.1230  0.000789642      16.2957    0.0462084
SN2014at          NaN          NaN      19.1033    0.0655199      20.2785     0.145541      17.7080    0.0440464      15.9218    0.0266940      16.4975    0.0287811      16.5395    0.0368482      19.1136    0.0219793      20.2838   0.00754499      17.7816    0.0459423      16.0289    0.0616083      16.4975   0.00126553      16.5605    0.0160627
SN2014ap          NaN          NaN      19.3992    0.0915082      19.8798    0.0911638      18.0792    0.0665079      16.3808    0.0342747      16.3260    0.0289003      16.1922    0.0305062      19.3992  0.000157356      19.8798  0.000124613      18.2632    0.0516106      16.3814   0.00138124      16.3260  0.000610352      16.2179   0.00858021
SN2014ai      1.49538    0.0610092      19.3183     0.145541          NaN          NaN      17.7280    0.0486939      16.2668    0.0328210      16.2680    0.0284900      16.1295    0.0339105      19.3575   0.00652647          NaN          NaN      18.0034    0.0264374      16.3710    0.0181403      16.2680  0.000648499      16.1345   0.00254536
ASASSN-14ad          NaN          NaN      19.3047    0.0833014          NaN          NaN      17.6807    0.0434259      16.0085    0.0292777      16.2837    0.0265953      16.3612    0.0338425      19.3072   0.00310278          NaN          NaN      17.7727    0.0273600      16.1795    0.0364822      16.2837  0.000673294      16.3759   0.00604439
SN2014J      1.01076    0.0360080      15.7343    0.0396274      19.3240    0.0518614      14.5648    0.0246491      12.9918    0.0132191      11.8908    0.0160036      10.5758    0.0152053      15.7344  0.000561078      19.3978    0.0178181      14.5691   0.00339365      13.0244   0.00954914      11.8908  0.000479698      10.5843   0.00394964
SN2014I          NaN          NaN      19.1925    0.0565945      20.0285    0.0874330      17.6593    0.0353238      15.8987    0.0263089      16.4063    0.0249762      16.4918    0.0313592      19.2312    0.0163196      20.0898    0.0323029      17.7602    0.0221243      15.9230   0.00793648      16.4063  0.000895500      16.4991   0.00728607
iPTF13ebh      1.75919    0.0603017      18.4183    0.0583034      19.3920    0.0943534      17.0612    0.0994735      15.4070    0.0280196      15.3557    0.0262160      15.2588    0.0295930      18.4245   0.00238482      19.3986   0.00282192      17.1142   0.00762463      15.4773   0.00904632      15.3557  0.000363827      15.3024   0.00559092
iPTF13dge     0.992453    0.0727199      18.3790    0.0498125      19.2972    0.0778982      16.7548    0.0288230      15.1027    0.0241841      15.3837    0.0221010      15.3653    0.0273780      18.4195    0.0200003      19.3963    0.0371170      16.8078    0.0189026      15.1655    0.0260634      15.3837  0.000946045      15.3843   0.00578547
LSQ13ry          NaN          NaN      19.2752     0.145541          NaN          NaN      17.8393    0.0475528      16.0557    0.0280513      16.7563     0.144027      16.7012     0.145335      19.5816     0.321464          NaN          NaN      18.1172     0.251842      16.2323     0.199075      16.7563   0.00274086      16.7236    0.0500259
ASASSN-13ch          NaN          NaN      18.6485    0.0852186          NaN          NaN      17.2720    0.0485437      15.3407     0.144580      15.8217    0.0263038      15.6157     0.144650      18.6563    0.0174365          NaN          NaN      17.2794    0.0102911      15.5811     0.178423      15.8217   0.00126410      15.6644    0.0438418
SN2013hn      1.56513     0.168566      18.1082     0.145456      18.1035     0.145401      16.7447     0.139368      15.2150     0.115762      15.2118     0.108677      15.1950     0.135288      18.7612     0.419600      18.1035  0.000509580      16.7457    0.0106904      15.2150  0.000477950      15.2118   0.00194311      15.1956  0.000145435
SN2013gy      1.33668    0.0397372      17.8562    0.0426873      18.6868    0.0561639      16.3647    0.0313403      14.6202    0.0219232      14.8765    0.0197073      14.9180    0.0253636      17.9162    0.0137622      18.6963   0.00525045      16.4557    0.0152604      14.7221    0.0160255      14.8765  0.000438690      14.9426   0.00538731
SN2013gs      1.12476    0.0550559      18.6932    0.0814701      19.7178     0.145541      17.0452    0.0464382      15.3565    0.0288254      15.4787    0.0272940      15.4273    0.0301421      18.7086   0.00643539      19.9554    0.0510117      17.0837    0.0101852      15.4130    0.0123272      15.4787  0.000469685      15.4613   0.00772715
SN2013gh          NaN          NaN      17.5717    0.0425756      18.6038     0.145541      16.0883    0.0339356      14.3973    0.0220226      14.4070    0.0213413      14.2227    0.0298369      17.6078    0.0173578      18.6466    0.0170337      16.2244    0.0361285      14.4588    0.0243969      14.4070  0.000821114      14.2423    0.0101948
SN2013fw          NaN          NaN      18.2600    0.0822782      19.0128     0.145541      16.6398    0.0408385      14.9587    0.0260004      15.2712    0.0250808      15.1667    0.0321268      18.2623   0.00549984      19.0390    0.0244729      16.7183    0.0250006      15.0591    0.0297689      15.2712  0.000955105      15.2239    0.0181575
SN2013fn          NaN          NaN      19.5402     0.145541          NaN          NaN      17.9868     0.145418      16.1615    0.0288999      16.3082    0.0258961      16.2190    0.0335668      19.6620    0.0226606          NaN          NaN      18.0352    0.0153856      16.2290    0.0272675      16.3082  0.000980377      16.2229   0.00667953
SN2013ex      1.13241    0.0566734      17.6362     0.145431      18.2905    0.0556078      16.0373     0.142984      14.3902     0.113009      14.8688    0.0205329      14.7668    0.0262220      17.7054    0.0143433      18.3586    0.0281878      16.1634    0.0225000      14.5009    0.0214259      14.8688  0.000587940      14.7797   0.00647402
SN2013eu      1.32609    0.0614925      19.1857     0.145541          NaN          NaN      17.7245    0.0578963      15.9372    0.0315839      15.5313    0.0247722      15.1665    0.0292768      19.1882   0.00206947          NaN          NaN      17.7839   0.00863043      16.0276    0.0158539      15.5313  0.000668526      15.2361    0.0125337
SN2013dy     0.901549    0.0304733      16.1520    0.0414005      17.7087     0.144701      14.4105    0.0308698      12.7865    0.0128253      13.2827    0.0165400      12.9183    0.0600665      16.2331   0.00819111      17.7087  0.000333150      14.5749    0.0106236      12.8861   0.00829951      13.2827  0.000236511      12.9204  0.000766277
SN2013cs      1.11435    0.0351339      17.2675    0.0466684      18.2455    0.0600156      15.5772    0.0330813      14.0075    0.0201458      13.9865    0.0189788      13.8123    0.0193108      17.2862   0.00508944      18.5185    0.0327148      15.6496    0.0101610      14.0793   0.00967264      13.9865  0.000338078      13.8733   0.00861502
SN2013cg          NaN          NaN      17.7643    0.0793565      18.5795     0.145541      16.1578     0.145496          NaN          NaN          NaN          NaN          NaN          NaN          NaN          NaN          NaN          NaN          NaN          NaN          NaN          NaN          NaN          NaN          NaN          NaN
SN2013bs      1.71624    0.0908093      19.4182    0.0799387      19.5175    0.0870457      18.1685     0.144774      16.6202    0.0370438      16.7933    0.0326956      16.6825    0.0410957      19.5113    0.0157569      19.5486    0.0132771      18.4874    0.0427980      16.7616    0.0292749      16.7933  0.000810623      16.7017   0.00810623
SN2013ag          NaN          NaN      18.8352     0.145541      19.8533     0.145541      17.7267    0.0485982      15.9355    0.0297939      16.0848    0.0253654      16.0368    0.0354053      18.9010    0.0136935      19.9069    0.0111591      17.7531    0.0167402      15.9663    0.0197622      16.0848   0.00104809      16.0392   0.00419521
SN2013aa     0.963466    0.0176459      14.4740    0.0266087      15.4907    0.0325796      12.7505    0.0146328      11.2822    0.0122458      11.6942   0.00747090      11.6182   0.00673518      14.5371   0.00773168      15.5008   0.00272560      12.8656   0.00968552      11.3718   0.00779963      11.6942  0.000246525      11.6239   0.00109768
SN2013E          NaN          NaN      17.3040     0.145303      18.3735     0.145530      15.6035     0.143200      13.8425     0.102006      14.0910    0.0996245      13.9227     0.113061      17.4186     0.137773      18.4804     0.167331      15.6368    0.0549021      13.8610    0.0364594      14.0910   0.00233650      13.9286    0.0267477
LSQ12gdj     0.875627    0.0195552      18.0243    0.0431159      18.4298    0.0456829      16.3280    0.0299753      15.0128    0.0256261      15.9415    0.0109561      15.9625   0.00593777      18.2497    0.0127137      18.5083   0.00523313      16.7560    0.0163654      15.1591   0.00909042      15.9415  0.000222206      15.9728   0.00212765
SN2012ht      1.24073    0.0286597      15.8575    0.0332504      16.2643    0.0369972      14.3127    0.0235347      12.8797    0.0184408      13.1193    0.0129596      13.1477   0.00668715      15.9180   0.00729704      16.2976   0.00431379      14.4371   0.00954247      12.9712   0.00777960      13.1193  0.000237942      13.1589   0.00215960
SN2012hr      1.09095    0.0488395      16.9857    0.0374279      17.9577    0.0477396      15.3748    0.0290372      13.7100    0.0190718      13.7428    0.0193381      13.7458    0.0211513      17.0005   0.00750001      17.9585   0.00143814      15.4268    0.0143652      13.7584    0.0138887      13.7428  0.000553608      13.7631   0.00489950
SN2012hj          NaN          NaN      19.6053    0.0816228          NaN          NaN      18.2417    0.0651639      16.3650    0.0330675      16.4857    0.0288622      16.5348    0.0464207      19.6290   0.00866699          NaN          NaN      18.2580   0.00917276      16.4029    0.0132351      16.4857  0.000586510      16.5385   0.00255203
SN2012fr     0.856708   0.00590501      14.8780    0.0220294      15.8940    0.0330949      13.0942    0.0170282      11.7132    0.0142270      12.0130   0.00486157      11.9892   0.00275758      14.8782  0.000225862      15.9672   0.00179990      13.1197  0.000931263      11.7340   0.00105762      12.0130  6.00815e-05      12.0048  0.000586987
SN2012dn          NaN          NaN      16.0290    0.0411606      15.8672    0.0299867      14.7212    0.0271090      13.6607    0.0199698      14.3740    0.0205535      14.2617    0.0237473      16.4839    0.0426400      16.3726    0.0418011      15.1818    0.0428603      13.8174    0.0212970      14.3740  0.000516891      14.2937   0.00813770
SN2012da          NaN          NaN      18.7098     0.145541      19.3820     0.145541      17.0153     0.145302      15.2468    0.0258204      15.6147     0.136924      15.6222     0.141318      18.7303    0.0308415      19.3820   0.00689665      17.0622    0.0472554      15.3297    0.0686593      15.6147   0.00219107      15.6222   0.00380468
SN2012cg      1.01012   0.00819596      15.1318    0.0362414      16.4447    0.0386094      13.3387    0.0214369      11.6730    0.0135613      12.1950   0.00610516      11.9915   0.00871676      15.1638   0.00188255      16.4528  0.000848293      13.4407   0.00346422      11.7791   0.00316087      12.1950  8.58307e-05      11.9959  0.000371933
SN2012bl     0.902870     0.163438      18.1050     0.145541      18.6170     0.145541      16.5182     0.145155      14.9790     0.131315      15.2335     0.118867      15.1677    0.0261185      18.1066    0.0159394      18.6650    0.0311149      16.6235    0.0532595      15.0287    0.0713750      15.2335   0.00232935      15.2195    0.0770264
SN2012Z      1.41892    0.0165437      17.2128     0.145299      16.9552     0.144715      15.8640     0.142331      14.3462    0.0177690      14.7553   0.00571631      14.4203   0.00774889      17.4907   0.00478745      17.6279   0.00900269      16.2421    0.0166702      14.5260   0.00779963      14.7553  0.000215054      14.5337   0.00668573
SN2012V      1.53827    0.0691964      17.7658    0.0359726      18.5180    0.0467555      16.3080    0.0270729      14.4982    0.0196707      14.9385    0.0208732      14.9230    0.0249823      17.8263    0.0260496      18.5180  0.000940323      16.3773    0.0273660      14.6028    0.0296817      14.9385  0.000794888      14.9372   0.00911570
SN2012G     0.682136    0.0652768      19.1918    0.0913007          NaN          NaN      17.5138    0.0441513      15.6208    0.0285684      16.0055    0.0260095      16.1402    0.0303670      19.2186   0.00836563          NaN          NaN      17.6432    0.0323105      15.6272   0.00592391      16.0055  0.000455856      16.1530   0.00369740
SN2011iv      1.69445    0.0110928      15.1555    0.0336325      15.5558    0.0319652      13.7938    0.0221893          NaN          NaN      12.5028   0.00562602      12.4950   0.00350006      15.2364   0.00495990      15.5890   0.00310548      13.9141   0.00542426          NaN          NaN      12.5028  0.000157833      12.5198   0.00190401
SN2011im      1.24289     0.249993      18.9245     0.145437          NaN          NaN      17.4387     0.145363      15.5212     0.139728      15.9498     0.140976      15.6778     0.126754      19.0041     0.159750          NaN          NaN      17.4825    0.0635357      15.7201    0.0768512      15.9498   0.00276232      15.7324    0.0839982
SN2011ia      1.00189    0.0892570      17.5520    0.0442134      18.0558    0.0484366      15.9632     0.144209      14.4770     0.115604      15.2225    0.0216311      15.2567    0.0271380      17.6185    0.0501572      18.1258    0.0482992      16.1286    0.0768690      14.5850    0.0578752      15.2225   0.00112057      15.2693    0.0109739
SN2011hb          NaN          NaN      19.7647     0.102021          NaN          NaN      18.3253    0.0600060      16.4278     0.144671      16.5625    0.0295462      16.4662    0.0387626      19.7656  0.000767708          NaN          NaN      18.3263  0.000779152      16.5635    0.0193195      16.5625  0.000434875      16.4783   0.00391102
SN2011fs          NaN          NaN      18.8652    0.0564284      20.0337    0.0956039      17.2287    0.0349182      15.2080    0.0238554      15.6538    0.0221926      15.7000     0.107851      18.8725   0.00367292      20.0711   0.00495116      17.2622   0.00704479      15.3904    0.0115918      15.6538  0.000356674      15.7363   0.00413561
SN2011fe      1.04661    0.0225396      12.5403    0.0126412      12.9850    0.0144126      10.9800    0.0118524          NaN          NaN      9.98923   0.00733909      9.99840   0.00221319      12.5508   0.00365400      12.9850  0.000500202      11.0136   0.00585365      13.6479    0.0633691      9.98923  0.000243664      10.0176   0.00283289
SN2011ek          NaN          NaN      19.4907     0.117294          NaN          NaN      17.9108    0.0748873      16.0903    0.0380939      15.4890    0.0268052      14.6675    0.0292508      19.5104   0.00658353          NaN          NaN      17.9732    0.0224962      16.1394    0.0173699      15.4890  0.000914097      14.6939    0.0123425
SN2011eh          NaN          NaN      19.3085     0.145541          NaN          NaN      17.9587     0.145387      16.3845     0.144510      15.5142     0.128686      14.7818    0.0245368      19.3095   0.00404390          NaN          NaN      17.9587   0.00102425      16.3845   0.00102425      15.5142   0.00170040      14.7981    0.0303950
SN2011dn      1.26196    0.0763132      18.9250    0.0303192      19.3557    0.0744442      17.1373    0.0373453      15.6998    0.0292928      16.2365    0.0276798      16.0813    0.0317407      19.1216    0.0437883      19.8209    0.0902561      17.5565    0.0886642      15.8269    0.0292501      16.2365   0.00115108      16.1041    0.0136681
SN2011dm          NaN          NaN      19.0882    0.0499196          NaN          NaN      17.4333    0.0349345          NaN          NaN          NaN          NaN          NaN          NaN          NaN          NaN          NaN          NaN          NaN          NaN          NaN          NaN          NaN          NaN          NaN          NaN
SN2011by      1.11067    0.0367938      15.7172    0.0329598      16.5392    0.0339104      13.9420    0.0208872      12.3798    0.0146697      12.9017    0.0120251      12.9222    0.0117132      15.8007    0.0165000      16.5456   0.00430775      14.0807    0.0176400      12.5110    0.0168267      12.9017  0.000479698      12.9319   0.00303602
SN2011ay      1.10313     0.292421      19.4893     0.145541      19.6498     0.145541      17.8775     0.145407      16.7983     0.145346      17.1392     0.145333      16.7738    0.0575132      19.5601     0.102084      19.6687    0.0787754      17.9873     0.161475      16.8229    0.0437059      17.1392   0.00181770      16.9039    0.0596638
SN2011ao      1.03839    0.0651561      17.6445    0.0488495      18.7043    0.0722179      15.8502    0.0291074      14.0338    0.0196340      14.3375    0.0188110      14.3398    0.0225171      17.6634   0.00765959      18.7068   0.00332928      15.8957    0.0140033      14.0604    0.0112405      14.3375  0.000788212      14.3582   0.00801897
SN2011aa     0.652823    0.0784651      16.2060    0.0327715      15.7650    0.0262569      15.0743    0.0266208      14.1320    0.0191444      14.7940    0.0200162      14.7462    0.0241655      16.2985    0.0353521      16.0623    0.0880430      15.1768    0.0353622      14.2109    0.0321886      14.7940   0.00115967      14.7624    0.0123382
SN2011M          NaN          NaN      19.8958    0.0992035          NaN          NaN      18.4315    0.0493863      16.5643    0.0309682      16.6872    0.0288177      16.3238    0.0344321      20.1376    0.0942351          NaN          NaN      18.4749    0.0188850      16.6494    0.0403996      16.6872   0.00112820      16.3285   0.00733376
SN2011B      1.37213     0.159197      15.6802    0.0293483      16.3335    0.0285073      14.0082    0.0187438      12.3680    0.0688182      12.8478    0.0688189      12.8115    0.0743338      15.7955    0.0943783      16.3824    0.0599546      14.2765     0.148018      12.5231    0.0825337      12.8478   0.00224876      12.8344    0.0277243
SN2010ko      2.16949    0.0304003      19.7690    0.0928401          NaN          NaN      17.9145    0.0435129      15.9913    0.0289278      15.7333    0.0242817      15.5383    0.0264368      19.7734   0.00437005          NaN          NaN      17.9488    0.0106306      16.0785    0.0179497      15.7333  0.000695705      15.6020    0.0138030
SN2010ih     0.956831     0.152905      19.2638     0.145541          NaN          NaN      17.9115     0.145518      16.4737     0.143535      15.9692     0.133099      14.7282     0.136875      19.6587     0.298805         -NaN          NaN      17.9115   0.00601959      16.4737   0.00517941      15.9692   0.00224447      14.8291     0.147042
SN2010gp      1.18721    0.0828184      19.8928    0.0733395          NaN          NaN      18.1885     0.145268      16.5992    0.0311814      16.4288    0.0245383      16.2295    0.0309627      19.9117    0.0131763          NaN          NaN      18.2782    0.0437619      16.6878    0.0368826      16.4288   0.00102425      16.2413   0.00810719
SN2010gn      1.19669     0.281204      19.8513     0.145541          NaN          NaN      18.2908     0.145530      16.6338     0.145162      16.8918     0.142521      16.8848     0.145312      19.8575    0.0238543          NaN          NaN      18.5030     0.196344      16.7634     0.148696      16.8918   0.00270176      16.8855    0.0111866
SN2010ev      1.31903    0.0686199      18.3278    0.0783897      19.1132     0.145541      16.6562    0.0366582      15.0080    0.0270969      14.8767    0.0212170      14.5783    0.0270310      18.3883    0.0194569      19.2942    0.0358283      16.7275    0.0180343      15.0832    0.0197692      14.8767  0.000813484      14.5967   0.00608969
